bhk,rent,size,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,posted_on,floor_level,suburb,id
2,12000,1000,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,May,1,Kolathur,2872
2,8000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,Sithalapakkam,2873
3,20000,1265,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Adambakkam,2874
3,12000,1060,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,3,Grand Southern Trunk Rd,2875
2,15000,1050,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Medavakkam,2876
3,27000,1500,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent,June,2,Perungudi,2877
2,9000,700,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,May,1,Keelkattalai,2878
1,12000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,1,Thiruvanmiyur,2879
2,18000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,June,Ground,Annanagar East,2880
2,9500,640,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,July,Ground,Mogappair West,2881
4,40000,2400,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent,June,Ground,Sankarapuram First St,2882
4,70000,3800,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,June,Ground,Injambakkam,2883
3,27500,1570,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,4,Sholinganallur,2884
2,15000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Kolathur,2885
1,5000,400,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Medavakkam,2886
2,26000,1600,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Madipakkam,2887
2,14000,1000,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Grand Southern Trunk Rd,2888
2,20000,850,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Velachery,2889
3,19500,1270,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,May,1,Madipakkam,2890
2,10000,2000,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Sadhanathapuram,2891
2,32000,1250,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,July,3,Nungambakkam,2892
2,15000,1000,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,May,Ground,Velachery,2893
3,28000,1050,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,5,Pallavaram,2894
2,10677,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,5,Old Mahabalipuram Road,2895
3,50000,1625,Super Area,Chennai,Furnished,Bachelors/Family,3,Contact Agent,July,8,Old Mahabalipuram Road,2896
3,32500,1535,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,June,1,Karapakkam,2897
2,23000,850,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,May,1,Choolaimedu,2898
4,75000,3800,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,June,3,Financial District,2899
4,250000,4500,Carpet Area,Hyderabad,Semi-Furnished,Family,4,Contact Agent,June,Ground,Jubilee Hills,2900
2,10000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Meerpet,2901
3,60000,3200,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,1,NH 44,2902
2,12000,647,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Moti Nagar,2903
3,48000,1798,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,June,7,Kondapur,2904
2,14000,930,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,5,Langar Houz,2905
1,7000,150,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Musheerabad,2906
2,13000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,April,3,Attapur,2907
2,11000,1250,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Hyderabad,2908
1,7500,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,May,2,Hyderguda,2909
2,14000,900,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,July,Ground,Kharmanghat,2910
2,16000,1100,Super Area,Hyderabad,Furnished,Family,2,Contact Agent,May,2,Hyderguda,2911
3,18000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,May,4,Hyderguda,2912
1,8200,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Langar Houz,2913
3,12000,1300,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,June,1,Ghatkesar,2914
1,10000,300,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,June,10,Attapur,2915
2,13000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Jagathgiri Gutta,2916
1,10500,500,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Kothapet,2917
3,20000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,2,NH 44,2918
2,12500,1400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,Nizampet,2919
1,10500,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,3,Madhapur,2920
3,30000,2061,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,June,1,Puppalguda,2921
2,11000,100,Super Area,Hyderabad,Furnished,Family,2,Contact Owner,June,2,Mehdipatnam,2922
2,9000,1100,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,NH 65,2923
3,35000,1650,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,May,5,Kondapur,2924
3,23382,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,July,1,Nehru Outer Ring Rd,2925
2,9500,1140,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,3,Nizampet,2926
2,9000,990,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,May,Ground,Boduppal,2927
3,60000,1700,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,7,Gachibowli,2928
2,11000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Bandlaguda Jagir,2929
2,11000,850,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,1,Mehdipatnam,2930
2,11000,900,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Musheerabad,2931
2,8000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Gopanpalle,2932
2,9000,1000,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,June,1,Hyder Shah Kote,2933
2,8000,1020,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,3,Hyder Shah Kote,2934
1,5500,300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Ameenpur,2935
2,12000,1800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,NH 44,2936
3,25000,919,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,8,Nehru Outer Ring Rd,2937
3,23000,25,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,5,NH 65,2938
2,12000,1050,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Bandlaguda Jagir,2939
2,6500,200,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,May,Ground,Dammaiguda,2940
1,9000,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Moti Nagar,2941
4,25000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,April,15,Nehru Outer Ring Rd,2942
3,12500,1250,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,July,2,Kompally,2943
3,45000,1900,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,July,9,Financial District,2944
2,27000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,NH 65,2945
3,75000,2395,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent,July,14,Vittal Rao Nagar,2946
2,12000,700,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,3,BHEL,2947
3,24000,1700,Super Area,Hyderabad,Unfurnished,Family,2,Contact Agent,July,4,Nehru Outer Ring Rd,2948
2,15000,1200,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,May,2,MG Road,2949
3,24000,1600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,3,NH 65,2950
2,12000,745,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,8,Sainikpuri,2951
3,27000,2210,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,June,4,Nalagandla,2952
3,30000,1450,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,9,NH 65,2953
3,20000,1400,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,May,3,Narayanguda,2954
4,25000,1815,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,2,Bowenpally,2955
2,23000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,April,Upper,NH 65,2956
2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,3,Maruthi Nagar,2957
2,18000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,May,5,Chanda Nagar,2958
3,55000,2430,Super Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,June,7,Gachibowli,2959
1,5000,140,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Malkajgiri,2960
2,13000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,2,Nacharam,2961
2,9000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,May,2,Boduppal,2962
3,28000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,3,NH 65,2963
2,15000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Amberpet,2964
5,45000,2300,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,May,3,Narayanguda,2965
1,12000,1300,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,June,2,Alwal,2966
2,12500,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,3,Upperpally,2967
2,13000,1210,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,4,Nizampet,2968
2,9500,1050,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Nehru Outer Ring Rd,2969
3,35000,1600,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent,July,8,Nalagandla,2970
1,8000,300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,4,NH 44,2971
2,13000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,June,Ground,Ramanthapur,2972
2,12500,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,June,3,Chanda Nagar,2973
3,45000,2200,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,3,NH 44,2974
1,6000,500,Built Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,5,Serilingampalle (M),2975
3,50000,2290,Super Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,July,4,Nalagandla,2976
3,40000,1900,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,4,NH 44,2977
3,30000,1600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,2,NH 44,2978
3,25000,1600,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,July,2,NH 65,2979
1,9000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,NH 65,2980
3,16000,1500,Carpet Area,Hyderabad,Furnished,Family,3,Contact Owner,May,2,Pragathi Nagar,2981
1,10500,650,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,1,NH 65,2982
4,100000,3300,Carpet Area,Hyderabad,Semi-Furnished,Family,4,Contact Agent,July,Ground,Vittal Rao Nagar,2983
2,9000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Boduppal,2984
2,11000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Ram Nagar,2985
3,24000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,May,1,Kachiguda,2986
2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Nalagandla,2987
2,20000,1600,Super Area,Hyderabad,Unfurnished,Family,3,Contact Owner,July,1,Kothapet,2988
2,24000,1200,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,July,1,A. S. Rao Nagar,2989
3,12000,1250,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,July,2,Alwal,2990
2,10000,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Gajularamaram,2991
2,22000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Gachibowli,2992
1,6500,455,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Bandlaguda Jagir,2993
3,40000,1473,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,May,23,NH 65,2994
5,300000,4050,Super Area,Hyderabad,Unfurnished,Bachelors/Family,4,Contact Owner,July,Ground,Bandlaguda Jagir,2995
1,4000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Borabanda,2996
2,12000,1300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Gandhamguda Rd,2997
1,10000,500,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,June,2,Gachibowli,2998
2,10000,200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,NH 44,2999
2,10000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,Upparpally Rd,3000
3,18000,1950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,July,2,Toli Chowki,3001
1,14500,500,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,July,2,Kondapur,3002
1,9000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,May,3,NH 65,3003
2,14000,1150,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,July,1,Bandlaguda Jagir,3004
2,18000,242,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Moula Ali Rd,3005
2,9500,720,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,5,Hyderabad,3006
3,49000,1800,Super Area,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,June,19,Nanakaramguda,3007
2,13000,1000,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,May,2,Madhapur,3008
3,18000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Shivaji Nagar,3009
3,18000,1150,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,Ground,New Nallakunta,3010
3,32000,1783,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Gopanpalle,3011
2,15000,900,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Santosh Nagar,3012
3,35000,1725,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,July,2,Nehru Outer Ring Rd,3013
1,6000,680,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Bapu Nagar,3014
1,9000,550,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,2,Hyderabad,3015
2,9500,1290,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Jillalguda,3016
2,25000,1300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,3,Madhapur,3017
2,15000,1450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Nagole,3018
3,38000,1496,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,July,10,Kondapur,3019
3,20000,1850,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,May,1,Kompally,3020
3,15000,1600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,2,Bowenpally,3021
3,130000,3500,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent,July,3,Jubilee Hills,3022
3,27000,1850,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,July,5,NH 44,3023
2,16000,1210,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,3,SC,3024
2,13000,1400,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Nehru Outer Ring Rd,3025
2,10000,950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Hyderabad,3026
2,10000,878,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,3,Malkajgiri,3027
2,17000,875,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Medchal Rd,3028
2,12500,300,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,June,3,NH 65,3029
3,25000,1800,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,June,4,Nizampet,3030
3,35000,1956,Super Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,July,1,NH 65,3031
2,12000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Kachiguda,3032
3,45000,1955,Super Area,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,July,1,Kondapur,3033
2,20000,950,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,1,Masab Tank,3034
2,15000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,2,Mehdipatnam,3035
2,10000,1090,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Chevella Rd,3036
2,19800,1070,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,3,KPHB Road,3037
4,130000,3133,Carpet Area,Hyderabad,Furnished,Family,5,Contact Agent,July,14,Vittal Rao Nagar,3038
1,8500,900,Carpet Area,Hyderabad,Unfurnished,Family,1,Contact Owner,July,2,Tirumalagiri,3039
1,4500,60,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,1,NH 65,3040
2,9000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,3,Kapra,3041
2,18000,900,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,2,Jubilee Hills,3042
3,26000,1800,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,July,2,Film Nagar,3043
1,17000,470,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Agent,May,3,Kondapur,3044
2,9000,720,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,NH 65,3045
1,8000,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,NH 65,3046
2,10000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,7,Madhura Nagar,3047
2,12000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,1,Chevella Rd,3048
2,25000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Bowenpally,3049
2,22000,1200,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,July,4,Gachibowli,3050
4,45000,3000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,May,3,HITEC City,3051
3,20000,2000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,1,Kapra,3052
2,16000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,NH 65,3053
3,35000,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,July,3,Nizampet,3054
2,15000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Nehru Outer Ring Rd,3055
1,5500,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Builder,June,1,Ramanthapur,3056
3,35000,1250,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,June,4,NH 65,3057
1,14000,700,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,July,5,Chanda Naik Nagar,3058
4,36000,2050,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Sainikpuri,3059
2,20000,1428,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Agent,July,4,NH 65,3060
3,30000,1700,Carpet Area,Hyderabad,Furnished,Family,3,Contact Agent,May,3,Ashok Nagar,3061
2,12000,1140,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,July,2,Nehru Outer Ring Rd,3062
2,16000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,May,2,Ashok Nagar,3063
2,13000,1160,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,June,3,Pragathi Nagar,3064
3,22000,3000,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,July,3,Suchitra Rd,3065
1,15000,450,Super Area,Hyderabad,Unfurnished,Family,1,Contact Agent,July,1,Madhapur,3066
3,14000,1540,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Attapur,3067
2,8000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,NH 65,3068
3,57000,1417,Carpet Area,Hyderabad,Furnished,Bachelors,3,Contact Agent,July,7,Nanakaramguda,3069
3,1200,2100,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,May,1,Hyderabad,3070
2,8000,550,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,July,4,Ram Nagar,3071
3,15000,1600,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,1,NH 65,3072
2,17000,1200,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,July,4,NH 65,3073
2,12000,500,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,June,1,Saidabad,3074
3,25000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Nehru Outer Ring Rd,3075
1,6500,350,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,July,2,Langar Houz,3076
3,35000,2000,Super Area,Hyderabad,Furnished,Family,3,Contact Owner,June,1,NH 65,3077
3,27000,2200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,3,Toli Chowki,3078
3,18000,1400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,July,2,Toli Chowki,3079
3,20000,1950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,5,Sainikpuri,3080
2,8500,130,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Rampally,3081
2,14000,1300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Bandlaguda Jagir,3082
3,35000,1675,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,June,5,Gachibowli,3083
2,16000,1135,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,3,Suchitra Rd,3084
3,20000,1800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,3,NH 65,3085
3,18000,1400,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,June,1,Attapur,3086
4,140000,3698,Carpet Area,Hyderabad,Semi-Furnished,Family,5,Contact Agent,July,16,Nehru Outer Ring Rd,3087
2,10000,950,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,Medchal Rd,3088
2,12000,650,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Begumpet,3089
1,5300,100,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,3,Hyderabad,3090
2,12000,1000,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,June,1,New Nagole Colony,3091
2,12000,900,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,3,Gachibowli,3092
3,20000,1800,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,7,Tirumalagiri,3093
2,13000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,2,Kapra,3094
3,22000,1800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,2,Chevella Rd,3095
2,15000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Hyderguda,3096
1,5400,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Jeedimetla,3097
3,16500,1771,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,May,2,Bandam Kommu,3098
2,12000,1150,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,June,4,NH 65,3099
2,8500,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Musheerabad,3100
2,14000,1050,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,May,2,Attapur,3101
3,15000,1500,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,NH 65,3102
2,6000,750,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,NH 65,3103
2,14000,1100,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Mehdipatnam,3104
